epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,2204.72,0.9217,0.5569,1.24874,0.91075,0.80714,0.89998,0.53945,1.54747,0.91565,2.14268,0.0008813,0.0008813,0.0008813
115,2226.54,0.88996,0.54447,1.23502,0.87405,0.84268,0.87857,0.54988,1.48767,0.96171,2.05383,0.0008714,0.0008714,0.0008714
116,2248.36,0.88582,0.53476,1.23554,0.91144,0.81429,0.89763,0.56345,1.50107,0.87066,2.07712,0.0008615,0.0008615,0.0008615
117,2270.1,0.89383,0.55871,1.23405,0.86184,0.87143,0.88316,0.54151,1.50635,0.92807,2.07469,0.0008516,0.0008516,0.0008516
118,2291.89,0.91428,0.56811,1.23655,0.88783,0.82143,0.87302,0.525,1.53238,0.92645,2.07645,0.0008417,0.0008417,0.0008417
119,2313.64,0.87959,0.57304,1.22586,0.87153,0.8722,0.9078,0.53239,1.5607,0.82876,2.16111,0.0008318,0.0008318,0.0008318
120,2335.4,0.90058,0.5814,1.22144,0.86327,0.81429,0.84844,0.41212,1.73386,0.90147,2.3404,0.0008219,0.0008219,0.0008219
121,2357.18,0.84742,0.52062,1.19879,0.86376,0.86041,0.90539,0.55835,1.49022,0.87079,2.10165,0.000812,0.000812,0.000812
122,2378.9,0.89657,0.53858,1.22615,0.82845,0.86239,0.90786,0.55311,1.53265,0.88907,2.11894,0.0008021,0.0008021,0.0008021
123,2400.69,0.85763,0.52311,1.18599,0.91397,0.83477,0.89389,0.55365,1.4691,0.88099,2.04292,0.0007922,0.0007922,0.0007922
124,2422.45,0.86441,0.52356,1.21378,0.83787,0.849,0.8818,0.55455,1.46156,0.89856,2.0601,0.0007823,0.0007823,0.0007823
125,2444.23,0.88443,0.566,1.23004,0.81535,0.88316,0.89456,0.53092,1.54179,0.85224,2.17069,0.0007724,0.0007724,0.0007724
126,2466.02,0.88767,0.55494,1.23279,0.85998,0.83356,0.87527,0.53501,1.45247,0.94042,2.04001,0.0007625,0.0007625,0.0007625
127,2487.72,0.87775,0.54554,1.22999,0.84516,0.86429,0.90092,0.56808,1.46374,0.85105,2.12739,0.0007526,0.0007526,0.0007526
128,2509.49,0.87303,0.52704,1.21535,0.89151,0.82172,0.90626,0.57589,1.47377,0.84392,2.09604,0.0007427,0.0007427,0.0007427
129,2531.23,0.87511,0.51973,1.21161,0.87449,0.85,0.91947,0.58807,1.41756,0.81292,2.0164,0.0007328,0.0007328,0.0007328
130,2553.01,0.87786,0.51975,1.21791,0.85584,0.89286,0.91981,0.59359,1.47944,0.79621,2.0986,0.0007229,0.0007229,0.0007229
131,2574.79,0.85637,0.52442,1.21858,0.86062,0.88571,0.91711,0.58533,1.51689,0.80563,2.15707,0.000713,0.000713,0.000713
132,2596.56,0.85746,0.52584,1.21057,0.86607,0.87143,0.90604,0.57387,1.43943,0.77911,2.01942,0.0007031,0.0007031,0.0007031
133,2618.32,0.85936,0.53093,1.20326,0.9096,0.86247,0.91127,0.57996,1.45551,0.82408,2.05245,0.0006932,0.0006932,0.0006932
134,2640.03,0.83081,0.50861,1.1735,0.88148,0.86429,0.89604,0.56519,1.40812,0.77492,2.02635,0.0006833,0.0006833,0.0006833
135,2661.78,0.83133,0.51748,1.19272,0.88282,0.85,0.90256,0.54198,1.4748,0.82949,2.09549,0.0006734,0.0006734,0.0006734
136,2683.58,0.85501,0.52767,1.22093,0.8774,0.86902,0.90664,0.56295,1.50956,0.79175,2.10506,0.0006635,0.0006635,0.0006635
137,2705.27,0.81653,0.48864,1.18109,0.89307,0.86429,0.91245,0.58697,1.47472,0.81079,2.0975,0.0006536,0.0006536,0.0006536
138,2726.99,0.82558,0.51076,1.2053,0.87465,0.89713,0.90444,0.55178,1.57423,0.87328,2.19589,0.0006437,0.0006437,0.0006437
139,2748.73,0.78886,0.47173,1.18669,0.86587,0.87607,0.89968,0.56534,1.49221,0.81773,2.11406,0.0006338,0.0006338,0.0006338
140,2770.47,0.80444,0.48052,1.17033,0.9282,0.83106,0.90176,0.58073,1.45617,0.82524,2.05313,0.0006239,0.0006239,0.0006239
141,2792.13,0.79372,0.48185,1.1929,0.88094,0.86429,0.90699,0.57417,1.49282,0.81774,2.09425,0.000614,0.000614,0.000614
142,2813.85,0.82342,0.47508,1.19528,0.90205,0.85,0.91105,0.56506,1.52323,0.81867,2.13783,0.0006041,0.0006041,0.0006041
143,2835.56,0.85193,0.4952,1.19852,0.8842,0.84286,0.88776,0.56134,1.441,0.88138,2.03239,0.0005942,0.0005942,0.0005942
144,2857.32,0.80867,0.48599,1.17423,0.86962,0.85753,0.88244,0.56492,1.44221,0.90593,2.00376,0.0005843,0.0005843,0.0005843
145,2879.02,0.84064,0.50494,1.21051,0.91929,0.82143,0.89857,0.56109,1.4468,0.88042,2.06152,0.0005744,0.0005744,0.0005744
146,2900.79,0.82251,0.49809,1.1755,0.8957,0.85876,0.92148,0.58925,1.47839,0.74044,2.10168,0.0005645,0.0005645,0.0005645
147,2922.61,0.79484,0.46527,1.1821,0.88005,0.89088,0.9134,0.56509,1.54388,0.78941,2.18732,0.0005546,0.0005546,0.0005546
148,2944.39,0.77544,0.46592,1.1566,0.9123,0.82143,0.91142,0.57344,1.53634,0.83778,2.17461,0.0005447,0.0005447,0.0005447
149,2966.18,0.85042,0.49414,1.20432,0.8931,0.83544,0.91969,0.58616,1.51557,0.88606,2.12548,0.0005348,0.0005348,0.0005348
150,2987.98,0.8003,0.49581,1.1774,0.92848,0.83463,0.92734,0.58906,1.44655,0.86963,2.01867,0.0005249,0.0005249,0.0005249
151,3009.82,0.79711,0.4789,1.18091,0.86404,0.86246,0.92022,0.56918,1.46509,0.78302,2.10877,0.000515,0.000515,0.000515
152,3031.56,0.80773,0.45626,1.18447,0.9018,0.85,0.92194,0.56438,1.46297,0.86317,2.09503,0.0005051,0.0005051,0.0005051
153,3053.32,0.76846,0.46141,1.16044,0.89328,0.87143,0.91929,0.5718,1.43603,0.78769,2.04547,0.0004952,0.0004952,0.0004952
154,3075.1,0.79624,0.47745,1.18266,0.92695,0.84286,0.91494,0.57701,1.42465,0.88804,2.01208,0.0004853,0.0004853,0.0004853
155,3096.94,0.78482,0.4665,1.17885,0.94342,0.83365,0.91663,0.56881,1.43463,0.81402,2.02983,0.0004754,0.0004754,0.0004754
156,3118.66,0.78884,0.48033,1.1511,0.90831,0.84911,0.89634,0.56869,1.45705,0.7832,2.04373,0.0004655,0.0004655,0.0004655
157,3140.45,0.76604,0.45572,1.15012,0.93521,0.82489,0.9169,0.56296,1.53011,0.78774,2.13916,0.0004556,0.0004556,0.0004556
158,3162.17,0.77545,0.46496,1.15014,0.91568,0.82143,0.90672,0.5848,1.50448,0.8121,2.16109,0.0004457,0.0004457,0.0004457
159,3183.89,0.79043,0.47019,1.16158,0.90515,0.83571,0.91088,0.55968,1.50651,0.80488,2.20858,0.0004358,0.0004358,0.0004358
160,3205.65,0.75464,0.47475,1.15281,0.88839,0.84286,0.89446,0.56796,1.46443,0.8978,2.12663,0.0004259,0.0004259,0.0004259
161,3227.43,0.74674,0.45215,1.14908,0.92104,0.83315,0.89375,0.55299,1.49592,0.92169,2.13332,0.000416,0.000416,0.000416
162,3249.21,0.76686,0.47161,1.16105,0.89205,0.82632,0.90197,0.57527,1.49305,0.89127,2.1255,0.0004061,0.0004061,0.0004061
163,3271.01,0.74445,0.43085,1.1318,0.85001,0.87857,0.90888,0.58382,1.46634,0.90295,2.10292,0.0003962,0.0003962,0.0003962
164,3292.77,0.73244,0.43188,1.15687,0.87953,0.84286,0.89561,0.57659,1.4628,0.92661,2.10564,0.0003863,0.0003863,0.0003863
165,3314.52,0.76224,0.46492,1.1506,0.91851,0.80714,0.90912,0.57691,1.41218,0.91264,2.05606,0.0003764,0.0003764,0.0003764
166,3336.29,0.75695,0.46463,1.14878,0.92958,0.8,0.89906,0.58317,1.39347,0.89788,2.03961,0.0003665,0.0003665,0.0003665
167,3358.03,0.75613,0.46212,1.15131,0.93248,0.78918,0.89895,0.5837,1.43362,0.92651,2.06554,0.0003566,0.0003566,0.0003566
168,3379.92,0.78298,0.45564,1.17068,0.92996,0.78571,0.90906,0.58711,1.37848,0.91091,1.98685,0.0003467,0.0003467,0.0003467
169,3401.69,0.78243,0.46703,1.17612,0.89436,0.84658,0.8968,0.58477,1.40485,0.86802,2.02965,0.0003368,0.0003368,0.0003368
170,3423.41,0.74391,0.43036,1.14919,0.92087,0.83571,0.90057,0.56812,1.43202,0.84013,2.08236,0.0003269,0.0003269,0.0003269
171,3445.29,0.74134,0.43363,1.151,0.90668,0.83282,0.90492,0.5691,1.48081,0.82977,2.15562,0.000317,0.000317,0.000317
172,3467.12,0.76746,0.4684,1.14909,0.94147,0.83571,0.89835,0.55857,1.47738,0.83592,2.15529,0.0003071,0.0003071,0.0003071
173,3488.86,0.77965,0.44605,1.16452,0.92531,0.83571,0.88123,0.54194,1.49904,0.83626,2.1996,0.0002972,0.0002972,0.0002972
174,3510.59,0.75646,0.44717,1.15685,0.90903,0.84286,0.89544,0.55627,1.45394,0.86722,2.11912,0.0002873,0.0002873,0.0002873
175,3532.37,0.73547,0.43924,1.14096,0.89155,0.84286,0.903,0.56456,1.45111,0.86694,2.09453,0.0002774,0.0002774,0.0002774
176,3554.17,0.73414,0.44699,1.15903,0.92726,0.81955,0.89568,0.56924,1.47287,0.87656,2.13418,0.0002675,0.0002675,0.0002675
177,3575.93,0.74309,0.44748,1.14906,0.91899,0.81031,0.89474,0.57117,1.4648,0.88989,2.11866,0.0002576,0.0002576,0.0002576
178,3597.69,0.74223,0.44558,1.15784,0.92282,0.81429,0.90502,0.56749,1.47561,0.87043,2.15831,0.0002477,0.0002477,0.0002477
179,3619.45,0.71588,0.43626,1.12471,0.89811,0.82857,0.91172,0.5685,1.49467,0.86299,2.187,0.0002378,0.0002378,0.0002378
180,3641.17,0.74564,0.43522,1.14585,0.88157,0.85069,0.90398,0.56559,1.5095,0.87041,2.18546,0.0002279,0.0002279,0.0002279
181,3662.99,0.7252,0.42504,1.1226,0.92755,0.82302,0.91167,0.56731,1.49349,0.87639,2.15955,0.000218,0.000218,0.000218
182,3684.72,0.732,0.42938,1.12796,0.89725,0.83571,0.90675,0.5748,1.4635,0.88686,2.1232,0.0002081,0.0002081,0.0002081
183,3706.48,0.71564,0.42093,1.12016,0.8635,0.87143,0.91158,0.57903,1.43478,0.85379,2.10525,0.0001982,0.0001982,0.0001982
184,3728.24,0.72297,0.43389,1.14141,0.98191,0.77556,0.91041,0.57843,1.43373,0.84796,2.09646,0.0001883,0.0001883,0.0001883
185,3750,0.71262,0.43317,1.1314,0.94391,0.84146,0.91485,0.58065,1.46242,0.83646,2.13179,0.0001784,0.0001784,0.0001784
