epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,4168.39,0.73086,0.44417,1.13543,0.90152,0.86806,0.92457,0.57425,1.44387,0.82392,2.09891,0.0001982,0.0001982,0.0001982
184,4192.43,0.74387,0.44527,1.17088,0.91883,0.86477,0.92634,0.57851,1.42918,0.82624,2.07624,0.0001883,0.0001883,0.0001883
185,4216.79,0.73863,0.45227,1.13704,0.92935,0.84028,0.93052,0.57469,1.44129,0.85836,2.09376,0.0001784,0.0001784,0.0001784
186,4243.23,0.73571,0.45166,1.13456,0.9484,0.80556,0.90776,0.58148,1.40666,0.90952,2.06073,0.0001685,0.0001685,0.0001685
187,4268.9,0.7407,0.43709,1.14586,0.91643,0.83766,0.91984,0.58998,1.39416,0.92189,2.04035,0.0001586,0.0001586,0.0001586
188,4293.89,0.73692,0.44688,1.14149,0.91642,0.8376,0.93549,0.59771,1.41959,0.89496,2.04737,0.0001487,0.0001487,0.0001487
189,4319.37,0.71409,0.44284,1.1255,0.92011,0.83333,0.92533,0.58686,1.4229,0.93621,2.0802,0.0001388,0.0001388,0.0001388
190,4344.94,0.73015,0.4401,1.1404,0.91553,0.83333,0.91921,0.58374,1.41815,0.89254,2.09788,0.0001289,0.0001289,0.0001289
191,4374.22,0.63623,0.38685,1.19591,0.89355,0.87439,0.91396,0.5703,1.46474,0.84428,2.1769,0.000119,0.000119,0.000119
192,4399.53,0.61525,0.34822,1.16249,0.88627,0.875,0.90797,0.56242,1.44704,0.84924,2.13283,0.0001091,0.0001091,0.0001091
193,4424.28,0.61663,0.36015,1.13609,0.88145,0.86111,0.91448,0.56472,1.44644,0.84524,2.12484,9.92e-05,9.92e-05,9.92e-05
194,4450.05,0.61106,0.34847,1.1471,0.89876,0.85417,0.91109,0.56599,1.44574,0.85953,2.11786,8.93e-05,8.93e-05,8.93e-05
195,4476.18,0.61432,0.34038,1.15707,0.91591,0.83204,0.91154,0.55508,1.45726,0.88681,2.12727,7.94e-05,7.94e-05,7.94e-05
196,4500.99,0.59406,0.33643,1.15097,0.93293,0.8125,0.91154,0.56073,1.4728,0.90278,2.14789,6.95e-05,6.95e-05,6.95e-05
197,4525.35,0.5928,0.33506,1.14455,0.90975,0.85417,0.91028,0.56344,1.46504,0.90098,2.14802,5.96e-05,5.96e-05,5.96e-05
198,4551.32,0.60031,0.33158,1.14671,0.91839,0.85966,0.91798,0.57768,1.45224,0.89448,2.14977,4.97e-05,4.97e-05,4.97e-05
199,4577.93,0.58095,0.32721,1.14446,0.90989,0.86806,0.91357,0.57844,1.45169,0.89162,2.15351,3.98e-05,3.98e-05,3.98e-05
200,4604.43,0.59727,0.33876,1.17135,0.91208,0.86446,0.91344,0.57342,1.44789,0.89779,2.1457,2.99e-05,2.99e-05,2.99e-05
